occupation,salary,level,vacation,happiness
HR Manager,320162,Junior,False,2
HR Manager,454804,Intermediate,True,3
Mobile Developer,479369,Junior,True,1
QA Engineer,568299,Junior,False,2
HR Manager,552147,Senior,False,1
BI Analyst,428627,Senior,True,2
Mobile Developer,155422,Senior,True,1
AI Engineer,373968,Intermediate,True,1
Mobile Developer,365374,Junior,False,1
AI Engineer,685870,Junior,True,1
QA Engineer,142434,Junior,False,1
QA Engineer,106529,Junior,True,1
AI Engineer,277821,Junior,True,2
Mobile Developer,283474,Senior,False,2
AI Engineer,280648,Intermediate,True,1
Mobile Developer,477101,Intermediate,False,1
QA Engineer,313289,Senior,True,1
Software Engineer,331393,Senior,False,2
HR Manager,621140,Intermediate,False,1
QA Engineer,550965,Intermediate,False,2
Software Engineer,720398,Senior,False,1
BI Analyst,461453,Senior,True,5
Mobile Developer,507914,Junior,True,2
AI Engineer,720017,Senior,True,3
Mobile Developer,319298,Junior,False,1
HR Manager,324040,Intermediate,False,2
HR Manager,110890,Junior,False,1
AI Engineer,477700,Intermediate,False,1
HR Manager,426612,Intermediate,False,2
BI Analyst,392541,Junior,True,1
Mobile Developer,530067,Junior,True,2
QA Engineer,614852,Junior,False,2
AI Engineer,502114,Intermediate,False,1
Mobile Developer,729303,Senior,True,4
QA Engineer,447250,Intermediate,True,1
Mobile Developer,714717,Intermediate,True,3
QA Engineer,391441,Junior,True,1
HR Manager,185879,Intermediate,False,2
HR Manager,286368,Junior,False,2
QA Engineer,306810,Intermediate,True,1
BI Analyst,595260,Intermediate,True,3
Software Engineer,175828,Junior,False,1
AI Engineer,445137,Junior,False,2
Software Engineer,603141,Junior,True,2
Software Engineer,614934,Senior,False,1
AI Engineer,269525,Junior,True,1
AI Engineer,227629,Senior,False,2
Software Engineer,254964,Junior,True,1
HR Manager,512664,Intermediate,True,3
Software Engineer,263578,Junior,True,1
Mobile Developer,302292,Senior,False,1
Software Engineer,316140,Intermediate,True,1
AI Engineer,113948,Senior,True,1
Mobile Developer,690554,Junior,False,1
QA Engineer,688080,Intermediate,False,1
AI Engineer,217725,Junior,True,2
HR Manager,410639,Junior,False,2
Software Engineer,143866,Senior,False,2
AI Engineer,627904,Junior,True,2
AI Engineer,179061,Intermediate,True,1
HR Manager,418245,Senior,False,1
AI Engineer,267482,Intermediate,False,1
BI Analyst,365262,Intermediate,False,1
QA Engineer,245269,Senior,True,1
AI Engineer,564484,Intermediate,False,1
BI Analyst,678298,Junior,False,1
AI Engineer,463924,Senior,False,1
Mobile Developer,705441,Senior,True,4
BI Analyst,333835,Junior,False,2
HR Manager,287979,Intermediate,True,1
HR Manager,436532,Junior,True,2
QA Engineer,564337,Junior,False,1
BI Analyst,534377,Junior,True,2
QA Engineer,643200,Senior,False,1
HR Manager,293630,Intermediate,True,1
Software Engineer,318997,Intermediate,True,1
HR Manager,269795,Intermediate,True,2
AI Engineer,357022,Senior,True,1
BI Analyst,219985,Intermediate,False,1
BI Analyst,165337,Intermediate,False,2
HR Manager,287198,Senior,True,1
AI Engineer,171140,Junior,True,2
QA Engineer,268939,Intermediate,True,2
BI Analyst,550274,Senior,True,3
Software Engineer,576973,Senior,True,4
Software Engineer,515523,Intermediate,True,3
QA Engineer,231217,Intermediate,True,1
Software Engineer,206127,Senior,True,2
QA Engineer,242471,Junior,False,1
QA Engineer,658200,Junior,False,1
QA Engineer,733540,Junior,False,1
Mobile Developer,713881,Intermediate,False,2
QA Engineer,729344,Junior,True,2
AI Engineer,680986,Junior,True,1
Software Engineer,673153,Junior,True,1
BI Analyst,401999,Junior,True,2
QA Engineer,497070,Junior,True,1
HR Manager,578529,Intermediate,True,3
Mobile Developer,572804,Senior,True,5
Software Engineer,141450,Senior,True,2
QA Engineer,198817,Junior,False,1
Mobile Developer,343193,Senior,True,1
QA Engineer,136781,Junior,False,1
HR Manager,602030,Senior,False,2
QA Engineer,666008,Senior,True,5
BI Analyst,226869,Junior,False,2
HR Manager,368760,Senior,False,1
HR Manager,217188,Junior,False,1
Mobile Developer,555755,Intermediate,False,2
Software Engineer,376974,Junior,False,2
Software Engineer,146022,Senior,False,2
HR Manager,653055,Intermediate,True,4
AI Engineer,438623,Junior,True,1
Mobile Developer,623142,Senior,True,5
AI Engineer,481824,Senior,True,4
Mobile Developer,663461,Intermediate,False,1
HR Manager,393345,Intermediate,True,2
Mobile Developer,716032,Junior,True,2
Mobile Developer,593624,Intermediate,True,5
BI Analyst,310704,Junior,False,2
AI Engineer,598514,Intermediate,False,2
HR Manager,174934,Senior,False,1
BI Analyst,621515,Intermediate,False,1
Mobile Developer,641963,Junior,False,1
QA Engineer,705017,Intermediate,True,3
Software Engineer,140341,Senior,True,1
BI Analyst,576239,Senior,True,4
Software Engineer,227999,Intermediate,True,1
QA Engineer,669886,Junior,True,2
Mobile Developer,452391,Junior,True,2
BI Analyst,420570,Junior,False,1
Mobile Developer,470563,Intermediate,False,1
Mobile Developer,571556,Junior,False,1
QA Engineer,418713,Senior,True,2
Mobile Developer,389480,Junior,False,1
QA Engineer,282446,Senior,True,2
HR Manager,399653,Junior,True,1
HR Manager,683901,Senior,False,2
BI Analyst,570270,Junior,False,1
Mobile Developer,281134,Intermediate,False,2
Software Engineer,331537,Junior,True,2
BI Analyst,191183,Junior,True,1
HR Manager,454176,Intermediate,False,2
Mobile Developer,136284,Junior,False,2
Software Engineer,523903,Intermediate,False,1
HR Manager,292953,Junior,False,2
QA Engineer,706886,Senior,False,2
AI Engineer,698193,Junior,True,1
HR Manager,607380,Intermediate,False,2
HR Manager,588100,Intermediate,True,5
AI Engineer,635336,Intermediate,True,4
HR Manager,481773,Intermediate,True,4
BI Analyst,348862,Junior,True,1
BI Analyst,296503,Senior,False,1
HR Manager,465992,Intermediate,False,1
Software Engineer,599955,Intermediate,True,4
QA Engineer,236905,Junior,True,2
QA Engineer,430066,Junior,True,2
Software Engineer,160842,Intermediate,True,1
QA Engineer,276787,Junior,True,1
HR Manager,255662,Junior,False,2
QA Engineer,130583,Senior,True,1
AI Engineer,707711,Intermediate,True,5
Mobile Developer,620454,Senior,True,3
AI Engineer,472825,Junior,True,1
BI Analyst,188812,Senior,True,1
AI Engineer,174844,Senior,True,2
BI Analyst,371159,Senior,False,2
QA Engineer,221603,Senior,True,1
QA Engineer,656035,Senior,True,3
BI Analyst,172918,Junior,False,1
Mobile Developer,378543,Senior,True,1
HR Manager,138452,Junior,True,1
BI Analyst,159712,Senior,False,2
HR Manager,647484,Intermediate,True,4
HR Manager,378590,Intermediate,True,2
Software Engineer,466688,Junior,False,2
Software Engineer,139143,Intermediate,True,1
BI Analyst,749831,Junior,False,2
QA Engineer,343697,Junior,False,1
HR Manager,635614,Junior,False,1
AI Engineer,173404,Junior,True,2
QA Engineer,251942,Junior,True,1
AI Engineer,161693,Junior,True,1
AI Engineer,607653,Intermediate,True,5
Mobile Developer,626731,Senior,False,1
QA Engineer,326410,Senior,True,1
QA Engineer,514612,Intermediate,True,4
BI Analyst,202471,Intermediate,False,1
Mobile Developer,586486,Junior,True,2
Mobile Developer,586851,Junior,False,2
AI Engineer,318542,Intermediate,False,1
Mobile Developer,180158,Junior,False,1
BI Analyst,220999,Senior,True,1
Mobile Developer,380956,Junior,False,2
HR Manager,682790,Junior,False,1
HR Manager,112862,Intermediate,True,1
AI Engineer,400654,Senior,False,1
HR Manager,520435,Senior,False,2
Mobile Developer,607900,Intermediate,False,1
BI Analyst,522691,Intermediate,True,5
AI Engineer,281404,Junior,False,1
QA Engineer,162300,Intermediate,False,2
BI Analyst,634768,Senior,False,2
Mobile Developer,234523,Intermediate,False,2
Mobile Developer,672642,Intermediate,False,2
AI Engineer,353063,Senior,False,1
AI Engineer,338396,Intermediate,True,2
BI Analyst,656801,Junior,False,2
Software Engineer,568518,Junior,False,1
QA Engineer,469309,Junior,False,2
BI Analyst,282277,Junior,True,2
AI Engineer,307288,Junior,True,1
Software Engineer,226111,Junior,False,2
QA Engineer,277648,Intermediate,True,1
HR Manager,506366,Junior,False,2
QA Engineer,405792,Intermediate,True,1
BI Analyst,569994,Junior,False,1
Mobile Developer,747341,Junior,False,2
Software Engineer,220348,Junior,True,2
Software Engineer,554908,Junior,False,2
QA Engineer,350311,Senior,False,2
Mobile Developer,538100,Junior,True,2
Software Engineer,442050,Junior,True,2
Mobile Developer,483592,Intermediate,False,2
AI Engineer,513277,Junior,False,2
AI Engineer,712761,Intermediate,False,2
HR Manager,241643,Senior,True,1
Software Engineer,548813,Intermediate,False,1
Mobile Developer,103744,Junior,True,2
BI Analyst,389016,Junior,True,2
Software Engineer,597261,Intermediate,True,3
Mobile Developer,341505,Junior,True,1
AI Engineer,632476,Senior,True,5
Software Engineer,452584,Junior,True,1
Software Engineer,698443,Intermediate,False,1
AI Engineer,210979,Junior,True,1
QA Engineer,417867,Intermediate,True,2
Mobile Developer,552475,Senior,True,5
BI Analyst,329762,Senior,True,2
HR Manager,262166,Senior,True,1
Mobile Developer,347772,Junior,True,2
AI Engineer,672979,Intermediate,False,1
QA Engineer,581208,Junior,False,1
HR Manager,111418,Junior,False,2
HR Manager,214229,Intermediate,True,2
BI Analyst,129330,Senior,True,1
BI Analyst,288359,Senior,False,1
AI Engineer,556316,Senior,True,5
Software Engineer,504593,Junior,False,2
AI Engineer,215408,Senior,False,1
AI Engineer,315585,Junior,True,1
BI Analyst,185460,Junior,False,1
BI Analyst,330205,Senior,False,1
Software Engineer,673568,Senior,True,4
BI Analyst,617449,Intermediate,True,5
HR Manager,522504,Senior,True,3
AI Engineer,348856,Junior,False,1
AI Engineer,465453,Junior,True,1
HR Manager,706402,Senior,False,2
HR Manager,501983,Intermediate,False,1
HR Manager,264882,Intermediate,False,1
BI Analyst,367892,Intermediate,True,2
Mobile Developer,285616,Senior,False,1
AI Engineer,296372,Junior,False,2
QA Engineer,745538,Intermediate,True,4
BI Analyst,327348,Junior,False,1
HR Manager,299141,Junior,True,1
AI Engineer,654211,Senior,True,5
HR Manager,444257,Intermediate,False,1
Mobile Developer,736732,Senior,False,1
Mobile Developer,581320,Senior,False,2
QA Engineer,478889,Intermediate,False,2
HR Manager,481563,Senior,True,5
HR Manager,325828,Senior,True,1
QA Engineer,368597,Intermediate,True,2
Software Engineer,643695,Senior,False,2
BI Analyst,557002,Junior,True,1
Mobile Developer,475682,Junior,True,2
AI Engineer,736748,Junior,True,1
BI Analyst,638624,Intermediate,True,5
BI Analyst,636363,Junior,True,1
QA Engineer,229180,Senior,False,1
AI Engineer,108230,Intermediate,False,1
BI Analyst,336003,Junior,False,2
QA Engineer,674521,Senior,False,1
AI Engineer,188531,Intermediate,True,2
Mobile Developer,143260,Senior,True,2
Mobile Developer,279660,Junior,False,1
HR Manager,501938,Junior,True,1
BI Analyst,710287,Junior,False,2
Software Engineer,431197,Senior,True,2
HR Manager,656868,Junior,True,1
Software Engineer,533766,Intermediate,True,4
QA Engineer,276971,Senior,False,2
Software Engineer,426926,Intermediate,False,2
QA Engineer,385240,Junior,True,2
BI Analyst,649320,Junior,True,1
Mobile Developer,121411,Junior,True,2
Mobile Developer,715713,Junior,True,1
HR Manager,319978,Junior,True,2
HR Manager,311217,Junior,False,1
HR Manager,503343,Senior,True,5
Mobile Developer,256927,Intermediate,True,2
Software Engineer,537260,Senior,False,1
BI Analyst,224474,Junior,True,1
QA Engineer,605716,Intermediate,True,4
QA Engineer,520769,Junior,True,1
Software Engineer,660761,Senior,True,4
AI Engineer,178943,Junior,False,1
Mobile Developer,698034,Intermediate,True,3
QA Engineer,223221,Intermediate,True,2
HR Manager,328765,Senior,True,1
Mobile Developer,723282,Intermediate,True,5
QA Engineer,318098,Senior,False,2
Software Engineer,398681,Senior,True,1
QA Engineer,540953,Intermediate,True,4
Software Engineer,169027,Junior,False,1
Software Engineer,306259,Junior,False,2
Mobile Developer,427823,Senior,True,1
HR Manager,103635,Intermediate,True,1
AI Engineer,690221,Junior,True,2
HR Manager,583176,Junior,True,2
Mobile Developer,167302,Senior,True,1
QA Engineer,212911,Intermediate,True,2
AI Engineer,600699,Senior,False,1
AI Engineer,656020,Junior,True,1
HR Manager,271058,Junior,True,1
Mobile Developer,705935,Senior,False,1
AI Engineer,340661,Senior,True,1
Software Engineer,287228,Senior,False,2
BI Analyst,223896,Junior,False,1
BI Analyst,441979,Junior,False,2
QA Engineer,711627,Intermediate,False,2
Mobile Developer,132648,Junior,True,2
Mobile Developer,474402,Intermediate,True,4
Software Engineer,179311,Intermediate,False,1
Mobile Developer,330658,Junior,True,2
QA Engineer,198624,Senior,False,1
AI Engineer,634420,Intermediate,False,2
AI Engineer,618795,Senior,False,1
QA Engineer,618605,Junior,False,1
QA Engineer,167732,Intermediate,False,1
Software Engineer,135179,Intermediate,False,2
Software Engineer,641143,Junior,False,2
BI Analyst,720334,Junior,True,2
QA Engineer,209598,Junior,True,2
Software Engineer,423706,Senior,False,1
BI Analyst,704520,Senior,False,1
Mobile Developer,745658,Senior,False,1
Mobile Developer,171209,Intermediate,True,2
HR Manager,732595,Intermediate,True,3
AI Engineer,384959,Junior,True,2
AI Engineer,389657,Senior,False,2
QA Engineer,316024,Junior,True,2
HR Manager,428870,Junior,False,2
Software Engineer,361404,Senior,False,2
QA Engineer,386461,Senior,True,1
Mobile Developer,495633,Junior,True,1
QA Engineer,166227,Senior,False,1
Mobile Developer,729744,Senior,False,1
AI Engineer,526264,Junior,True,1
Mobile Developer,243697,Junior,False,2
Mobile Developer,368933,Junior,True,1
Software Engineer,537639,Senior,False,2
Software Engineer,218469,Senior,True,1
Mobile Developer,699207,Junior,False,2
BI Analyst,157668,Intermediate,False,1
Software Engineer,716912,Intermediate,False,2
HR Manager,711097,Senior,True,5
Mobile Developer,164875,Junior,True,1
AI Engineer,467449,Junior,False,2
Mobile Developer,714315,Intermediate,False,1
Software Engineer,593252,Senior,True,5
HR Manager,327703,Senior,True,2
BI Analyst,126683,Junior,False,1
AI Engineer,135322,Junior,False,1
Mobile Developer,742953,Senior,True,5
Software Engineer,615801,Intermediate,True,5
Mobile Developer,746416,Senior,False,2
QA Engineer,166011,Junior,True,1
QA Engineer,330206,Junior,True,2
QA Engineer,385719,Senior,True,1
BI Analyst,160959,Junior,True,2
Mobile Developer,191963,Intermediate,False,2
HR Manager,537508,Intermediate,True,5
QA Engineer,255268,Senior,False,2
Software Engineer,319371,Junior,True,2
Software Engineer,638768,Intermediate,True,4
Mobile Developer,280692,Senior,True,2
BI Analyst,244555,Senior,False,1
QA Engineer,128699,Senior,False,2
Software Engineer,404922,Junior,False,1
AI Engineer,259523,Junior,False,1
QA Engineer,461268,Intermediate,True,5
HR Manager,675214,Junior,False,2
AI Engineer,596525,Intermediate,False,2
BI Analyst,447960,Senior,False,1
Software Engineer,627177,Senior,False,2
AI Engineer,178516,Junior,True,1
Mobile Developer,387761,Junior,True,2
QA Engineer,224331,Junior,False,1
QA Engineer,311025,Junior,False,1
BI Analyst,713519,Intermediate,False,1
Mobile Developer,292619,Junior,False,2
QA Engineer,121920,Junior,False,1
Software Engineer,295576,Intermediate,True,2
Software Engineer,564431,Senior,False,1
Mobile Developer,205669,Intermediate,True,2
HR Manager,532161,Intermediate,True,5
Software Engineer,477110,Senior,True,3
Mobile Developer,558808,Junior,False,1
AI Engineer,133252,Intermediate,True,1
HR Manager,652704,Intermediate,True,4
BI Analyst,480442,Junior,False,1
Software Engineer,113894,Senior,True,2
QA Engineer,171483,Intermediate,False,1
HR Manager,143521,Intermediate,True,1
Mobile Developer,257702,Junior,True,2
AI Engineer,744478,Intermediate,True,4
Software Engineer,539980,Senior,False,1
AI Engineer,481632,Junior,True,2
Mobile Developer,582140,Intermediate,False,1
Software Engineer,603870,Junior,True,1
HR Manager,243136,Senior,False,1
QA Engineer,370506,Intermediate,True,1
HR Manager,543990,Junior,False,1
BI Analyst,250785,Junior,True,1
HR Manager,648626,Intermediate,True,5
AI Engineer,351065,Senior,True,1
BI Analyst,706709,Junior,False,1
Software Engineer,164631,Senior,True,2
HR Manager,390527,Senior,False,1
QA Engineer,732985,Intermediate,True,3
QA Engineer,384193,Junior,True,2
Mobile Developer,618014,Intermediate,False,1
HR Manager,315310,Intermediate,False,2
QA Engineer,383982,Junior,False,2
Software Engineer,646380,Intermediate,False,2
BI Analyst,734301,Junior,True,1
AI Engineer,275674,Junior,True,1
Software Engineer,315668,Intermediate,False,2
QA Engineer,527528,Intermediate,True,3
BI Analyst,560112,Senior,False,2
Mobile Developer,404058,Senior,True,2
QA Engineer,749333,Junior,True,1
Mobile Developer,222546,Junior,True,2
HR Manager,496871,Intermediate,False,2
Software Engineer,561190,Senior,False,1
HR Manager,394825,Intermediate,False,1
Software Engineer,441476,Senior,True,1
BI Analyst,430723,Senior,True,2
BI Analyst,182352,Senior,False,1
BI Analyst,307120,Junior,True,1
BI Analyst,232176,Intermediate,True,2
QA Engineer,513216,Senior,True,5
QA Engineer,469033,Junior,False,2
BI Analyst,235301,Intermediate,True,2
QA Engineer,694729,Senior,False,2
Mobile Developer,321008,Intermediate,True,2
Software Engineer,215683,Intermediate,True,1
QA Engineer,397884,Intermediate,False,2
Software Engineer,253279,Intermediate,False,2
HR Manager,414288,Intermediate,True,2
HR Manager,493171,Intermediate,True,5
BI Analyst,622607,Junior,True,1
AI Engineer,368107,Senior,False,2
BI Analyst,708407,Senior,True,3
HR Manager,454491,Senior,False,2
AI Engineer,572983,Intermediate,False,2
Mobile Developer,171519,Intermediate,True,2
QA Engineer,391268,Junior,False,1
Mobile Developer,604989,Intermediate,True,3
QA Engineer,221237,Intermediate,False,2
HR Manager,654635,Senior,True,5
Mobile Developer,121083,Senior,False,2
HR Manager,314130,Intermediate,False,1
BI Analyst,116870,Senior,True,1
QA Engineer,204288,Intermediate,False,1
AI Engineer,270975,Junior,False,1
Mobile Developer,134356,Junior,False,1
HR Manager,724817,Junior,True,2
Mobile Developer,490144,Junior,False,2
HR Manager,160278,Junior,False,2
HR Manager,674642,Senior,False,2
QA Engineer,274488,Intermediate,False,2
AI Engineer,194414,Junior,True,2
Mobile Developer,746739,Junior,True,2
AI Engineer,234114,Senior,True,2
Software Engineer,646467,Senior,True,3
QA Engineer,423111,Intermediate,True,1
AI Engineer,267020,Senior,False,2
BI Analyst,285870,Junior,False,1
QA Engineer,596414,Senior,False,1
BI Analyst,403960,Junior,True,1
BI Analyst,325326,Senior,True,2
AI Engineer,252869,Intermediate,True,2
BI Analyst,479953,Intermediate,True,3
QA Engineer,501906,Junior,False,1
HR Manager,716798,Junior,False,2
Software Engineer,500049,Senior,True,5
QA Engineer,369202,Junior,True,2
HR Manager,156275,Junior,False,1
Software Engineer,316533,Intermediate,False,1
AI Engineer,716969,Intermediate,False,2
BI Analyst,680988,Junior,False,2
QA Engineer,269518,Senior,False,1
BI Analyst,290451,Intermediate,False,2
Software Engineer,385276,Junior,False,1
BI Analyst,510183,Senior,True,5
QA Engineer,165110,Senior,False,1
Software Engineer,656587,Junior,False,1
BI Analyst,445202,Junior,True,2
HR Manager,323584,Junior,True,1
HR Manager,262456,Intermediate,False,2
QA Engineer,636077,Intermediate,False,1
QA Engineer,653667,Junior,True,1
BI Analyst,114342,Junior,False,2
BI Analyst,404400,Junior,True,2
BI Analyst,567931,Intermediate,False,2
HR Manager,535689,Senior,False,2
AI Engineer,283816,Intermediate,True,2
Mobile Developer,381300,Intermediate,False,1
Software Engineer,400623,Intermediate,True,1
Mobile Developer,438484,Senior,False,1
Mobile Developer,166922,Intermediate,False,2
QA Engineer,681155,Junior,False,2
HR Manager,182237,Intermediate,False,1
QA Engineer,634836,Intermediate,True,5
Software Engineer,169954,Junior,False,1
BI Analyst,613077,Junior,False,1
HR Manager,696049,Intermediate,True,5
Mobile Developer,517572,Senior,False,2
HR Manager,213416,Junior,False,1
Mobile Developer,748088,Senior,True,4
Mobile Developer,747539,Senior,True,5
Software Engineer,626814,Senior,True,3
Mobile Developer,165712,Senior,True,2
HR Manager,634365,Senior,True,4
QA Engineer,507846,Intermediate,False,1
BI Analyst,350468,Senior,True,1
QA Engineer,174320,Senior,False,1
Software Engineer,545566,Senior,False,2
BI Analyst,668727,Junior,False,2
BI Analyst,364644,Junior,False,1
BI Analyst,366950,Junior,True,1
BI Analyst,130727,Senior,True,2
AI Engineer,134117,Junior,False,1
HR Manager,192832,Junior,False,2
Software Engineer,691127,Junior,False,1
QA Engineer,379514,Intermediate,False,1
Software Engineer,562722,Intermediate,True,5
HR Manager,132129,Intermediate,True,2
Software Engineer,738637,Intermediate,True,4
Software Engineer,219396,Intermediate,False,1
AI Engineer,508016,Senior,True,4
QA Engineer,414086,Intermediate,True,2
Software Engineer,493786,Senior,True,3
QA Engineer,567890,Junior,False,1
QA Engineer,165192,Junior,True,1
QA Engineer,499497,Junior,True,2
BI Analyst,305965,Junior,True,2
Software Engineer,515785,Senior,False,2
BI Analyst,154972,Intermediate,False,1
QA Engineer,306865,Junior,False,2
HR Manager,505609,Senior,True,4
BI Analyst,481797,Senior,False,2
BI Analyst,701096,Senior,False,1
QA Engineer,240520,Senior,False,2
HR Manager,560122,Junior,True,2
AI Engineer,267605,Senior,True,2
Software Engineer,294600,Senior,True,2
AI Engineer,244891,Intermediate,False,2
QA Engineer,567441,Intermediate,True,4
QA Engineer,534683,Junior,False,2
HR Manager,243162,Senior,True,2
AI Engineer,414618,Senior,False,1
Mobile Developer,377234,Intermediate,False,2
HR Manager,124697,Intermediate,False,1
AI Engineer,270386,Intermediate,False,2
BI Analyst,619323,Senior,True,3
QA Engineer,648636,Senior,True,4
Mobile Developer,195971,Junior,True,2
Mobile Developer,150518,Intermediate,True,2
AI Engineer,688279,Junior,True,1
BI Analyst,208835,Senior,False,1
BI Analyst,458436,Junior,False,2
AI Engineer,538875,Intermediate,False,1
Software Engineer,575960,Intermediate,True,4
HR Manager,565213,Senior,True,4
AI Engineer,137962,Senior,True,1
BI Analyst,277715,Intermediate,True,2
HR Manager,586743,Intermediate,False,2
AI Engineer,323687,Junior,True,1
Mobile Developer,169266,Junior,False,2
BI Analyst,541936,Intermediate,True,5
AI Engineer,358344,Senior,False,2
QA Engineer,199377,Senior,False,2
HR Manager,231785,Senior,False,2
Software Engineer,345641,Senior,False,2
Mobile Developer,220275,Senior,False,2
QA Engineer,538524,Junior,False,1
HR Manager,523691,Junior,False,1
HR Manager,623665,Intermediate,False,1
Mobile Developer,325165,Junior,True,1
Mobile Developer,333182,Intermediate,False,2
BI Analyst,716990,Senior,True,4
Software Engineer,683647,Junior,False,2
HR Manager,423310,Senior,True,1
Mobile Developer,340227,Junior,True,1
BI Analyst,637407,Junior,True,2
Mobile Developer,193670,Intermediate,False,1
Mobile Developer,133907,Senior,True,1
Mobile Developer,326858,Senior,False,1
AI Engineer,527026,Intermediate,True,3
AI Engineer,577331,Senior,False,1
BI Analyst,446309,Junior,False,1
BI Analyst,516913,Intermediate,True,4
HR Manager,582740,Intermediate,True,5
QA Engineer,436141,Senior,True,1
AI Engineer,120426,Senior,True,1
Software Engineer,293628,Senior,False,1
HR Manager,334156,Junior,True,1
HR Manager,452744,Intermediate,True,5
Mobile Developer,447720,Senior,True,2
HR Manager,742808,Senior,False,2
Mobile Developer,307224,Intermediate,True,1
Software Engineer,347580,Junior,False,2
AI Engineer,568120,Senior,False,2
Software Engineer,510684,Intermediate,True,4
Mobile Developer,709641,Junior,False,2
BI Analyst,297592,Junior,True,1
Mobile Developer,639993,Senior,True,4
BI Analyst,541033,Intermediate,False,2
QA Engineer,734534,Junior,False,2
BI Analyst,478681,Senior,False,2
Mobile Developer,681785,Intermediate,True,5
QA Engineer,676535,Senior,True,5
AI Engineer,213198,Intermediate,False,1
QA Engineer,597760,Senior,False,1
QA Engineer,717736,Senior,False,2
Software Engineer,145204,Junior,True,1
AI Engineer,625686,Senior,False,1
Mobile Developer,296956,Senior,False,2
AI Engineer,703798,Senior,False,1
Software Engineer,618004,Junior,False,1
AI Engineer,561146,Junior,False,2
Mobile Developer,577009,Junior,False,2
BI Analyst,173258,Intermediate,False,2
AI Engineer,396107,Junior,False,1
QA Engineer,366066,Intermediate,False,2
Software Engineer,138232,Junior,False,1
AI Engineer,537293,Senior,True,3
Mobile Developer,661712,Senior,False,2
QA Engineer,541546,Intermediate,False,1
Software Engineer,671999,Junior,False,1
Mobile Developer,249946,Intermediate,True,2
Software Engineer,392365,Intermediate,True,1
Mobile Developer,323509,Junior,True,2
Software Engineer,457849,Senior,False,2
AI Engineer,294434,Senior,True,1
HR Manager,565751,Intermediate,True,5
Mobile Developer,105279,Intermediate,True,2
Mobile Developer,602778,Senior,False,2
QA Engineer,293344,Junior,False,1
Software Engineer,402513,Intermediate,False,1
HR Manager,376692,Junior,False,1
BI Analyst,438467,Intermediate,False,2
QA Engineer,254828,Intermediate,False,1
AI Engineer,440216,Junior,True,1
BI Analyst,582357,Junior,True,1
BI Analyst,447433,Junior,True,2
BI Analyst,142636,Senior,False,2
AI Engineer,744436,Junior,True,2
Software Engineer,744632,Intermediate,False,2
Mobile Developer,126118,Senior,True,1
Mobile Developer,275897,Junior,False,1
QA Engineer,487302,Senior,True,5
Software Engineer,276812,Senior,False,1
Software Engineer,328685,Senior,True,2
BI Analyst,702680,Senior,True,3
QA Engineer,193048,Intermediate,False,2
QA Engineer,716125,Intermediate,False,2
HR Manager,676956,Senior,True,5
QA Engineer,354879,Junior,True,2
BI Analyst,693423,Senior,True,5
QA Engineer,193086,Intermediate,False,1
AI Engineer,313818,Junior,True,2
BI Analyst,257296,Junior,True,2
BI Analyst,454279,Intermediate,True,3
QA Engineer,172210,Intermediate,False,1
Mobile Developer,114644,Intermediate,True,2
AI Engineer,506467,Senior,True,3
HR Manager,581184,Senior,False,2
Software Engineer,718102,Junior,False,1
Software Engineer,110395,Intermediate,True,2
AI Engineer,579555,Senior,True,5
BI Analyst,191294,Senior,False,1
Software Engineer,244811,Intermediate,False,1
QA Engineer,340451,Junior,False,1
AI Engineer,620642,Junior,False,2
QA Engineer,105587,Intermediate,False,2
Software Engineer,695441,Intermediate,False,2
BI Analyst,308515,Intermediate,True,2
AI Engineer,372475,Senior,True,1
Mobile Developer,435913,Junior,True,2
Software Engineer,536004,Senior,True,4
QA Engineer,442515,Junior,True,1
Mobile Developer,365400,Senior,False,1
Mobile Developer,545529,Junior,False,2
BI Analyst,319501,Senior,True,1
AI Engineer,548953,Intermediate,False,1
Software Engineer,143176,Senior,False,2
BI Analyst,339045,Intermediate,True,1
Mobile Developer,314061,Senior,True,2
QA Engineer,249467,Intermediate,False,1
QA Engineer,157197,Junior,False,2
BI Analyst,147870,Junior,True,1
Software Engineer,250279,Intermediate,True,2
BI Analyst,617556,Senior,False,1
Software Engineer,323872,Senior,True,2
Mobile Developer,407432,Intermediate,True,1
Mobile Developer,237523,Intermediate,False,1
Software Engineer,156249,Intermediate,False,1
QA Engineer,427338,Senior,True,2
HR Manager,150340,Senior,True,1
BI Analyst,748208,Junior,True,2
BI Analyst,544407,Intermediate,False,2
Software Engineer,531415,Intermediate,True,4
AI Engineer,694769,Junior,True,2
QA Engineer,200173,Intermediate,True,1
BI Analyst,672924,Intermediate,False,1
QA Engineer,478625,Intermediate,True,4
QA Engineer,372002,Junior,False,1
HR Manager,180275,Intermediate,False,2
HR Manager,607149,Intermediate,True,5
HR Manager,276750,Junior,False,1
BI Analyst,170387,Intermediate,False,2
Software Engineer,641737,Senior,False,1
BI Analyst,348746,Junior,False,1
QA Engineer,281993,Intermediate,False,2
Software Engineer,141465,Intermediate,True,2
AI Engineer,698625,Intermediate,True,4
Software Engineer,330965,Intermediate,True,1
HR Manager,330674,Intermediate,True,2
Software Engineer,708429,Intermediate,False,1
HR Manager,393751,Senior,False,1
HR Manager,396929,Intermediate,True,2
Software Engineer,564746,Senior,True,5
